,Disease.ID,Disorder.name,Gene.symbols,OMIM.ID,Chromosome,Class,Final.Search,description
67,56,"""Adrenoleukodystrophy, neonatal, 202370 (3)""","""PEX1, ZWS1""",602136,7q21-q22,Neurological,Adrenoleukodystrophy,"Adrenoleukodystrophy (/-ËŒlu-koÊ_-Ëˆdis-trÉ™-fiËê/; also known as X-linked adrenoleukodystrophy, ALD, X-ALD, Siemerlingâ€“Creutzfeldt disease or bronze Schilder disease) is a disease that is linked on the X chromosome. It is a result of fatty acid digestive enzymes not breaking up the fats. These fats build up in the brain. They damage the myelin that surrounds nerves. This can cause seizures and hyperactivity. It can also cause problems with speaking, listening and understanding verbal instructions.
In more detail, it is a disorder of peroxisomal fatty acid beta oxidation which results in the accumulation of very long chain fatty acids in tissues throughout the body. The most severely affected tissues are the myelin in the central nervous system, the adrenal cortex and the Leydig cells in the testes. Clinically, ALD is a heterogeneous disorder, presenting with several distinct phenotypes, and no clear pattern of genotype-phenotype correlation. As an X-linked disorder, ALD presents most commonly in males, however approximately 50% of heterozygote females show some symptoms later in life. Approximately two-thirds of ALD patients will present with the childhood cerebral form of the disease, which is the most severe form. It is characterized by normal development in early childhood, followed by rapid degeneration to a vegetative state. The other forms of ALD vary in terms of onset and clinical severity, ranging from adrenal insufficiency to progressive paraparesis in early adulthood (this form of the disease is typically known as adrenomyeloneuropathy).
ALD is caused by mutations in ABCD1, a gene located on the X chromosome that codes for ALD, a peroxisomal membrane transporter protein. The exact mechanism of the pathogenesis of the various forms of ALD is not known. Biochemically, individuals with ALD show very high levels of unbranched, saturated, very long chain fatty acids, particularly cerotic acid (26:0). The level of cerotic acid in plasma does not correlate with clinical presentation. Treatment options for ALD are limited. Dietary treatment is with Lorenzo's oil. For the childhood cerebral form, stem cell transplant and gene therapy are options if the disease is detected early in the clinical course. Adrenal insufficiency in ALD patients can be successfully treated. ALD is the most common peroxisomal inborn error of metabolism, with an incidence estimated between 1:18,000 and 1:50,000. It does not have a significantly higher incidence in any specific ethnic groups."
68,56,"""Adrenoleukodystrophy, neonatal, 202370 (3)""",PEX26,608666,22q11.21,Neurological,Adrenoleukodystrophy,"Adrenoleukodystrophy (/-ËŒlu-koÊ_-Ëˆdis-trÉ™-fiËê/; also known as X-linked adrenoleukodystrophy, ALD, X-ALD, Siemerlingâ€“Creutzfeldt disease or bronze Schilder disease) is a disease that is linked on the X chromosome. It is a result of fatty acid digestive enzymes not breaking up the fats. These fats build up in the brain. They damage the myelin that surrounds nerves. This can cause seizures and hyperactivity. It can also cause problems with speaking, listening and understanding verbal instructions.
In more detail, it is a disorder of peroxisomal fatty acid beta oxidation which results in the accumulation of very long chain fatty acids in tissues throughout the body. The most severely affected tissues are the myelin in the central nervous system, the adrenal cortex and the Leydig cells in the testes. Clinically, ALD is a heterogeneous disorder, presenting with several distinct phenotypes, and no clear pattern of genotype-phenotype correlation. As an X-linked disorder, ALD presents most commonly in males, however approximately 50% of heterozygote females show some symptoms later in life. Approximately two-thirds of ALD patients will present with the childhood cerebral form of the disease, which is the most severe form. It is characterized by normal development in early childhood, followed by rapid degeneration to a vegetative state. The other forms of ALD vary in terms of onset and clinical severity, ranging from adrenal insufficiency to progressive paraparesis in early adulthood (this form of the disease is typically known as adrenomyeloneuropathy).
ALD is caused by mutations in ABCD1, a gene located on the X chromosome that codes for ALD, a peroxisomal membrane transporter protein. The exact mechanism of the pathogenesis of the various forms of ALD is not known. Biochemically, individuals with ALD show very high levels of unbranched, saturated, very long chain fatty acids, particularly cerotic acid (26:0). The level of cerotic acid in plasma does not correlate with clinical presentation. Treatment options for ALD are limited. Dietary treatment is with Lorenzo's oil. For the childhood cerebral form, stem cell transplant and gene therapy are options if the disease is detected early in the clinical course. Adrenal insufficiency in ALD patients can be successfully treated. ALD is the most common peroxisomal inborn error of metabolism, with an incidence estimated between 1:18,000 and 1:50,000. It does not have a significantly higher incidence in any specific ethnic groups."
69,56,"""Adrenoleukodystrophy, neonatal, 202370 (3)""","""PXR1, PEX5, PTS1R""",600414,12p13.3,Neurological,Adrenoleukodystrophy,"Adrenoleukodystrophy (/-ËŒlu-koÊ_-Ëˆdis-trÉ™-fiËê/; also known as X-linked adrenoleukodystrophy, ALD, X-ALD, Siemerlingâ€“Creutzfeldt disease or bronze Schilder disease) is a disease that is linked on the X chromosome. It is a result of fatty acid digestive enzymes not breaking up the fats. These fats build up in the brain. They damage the myelin that surrounds nerves. This can cause seizures and hyperactivity. It can also cause problems with speaking, listening and understanding verbal instructions.
In more detail, it is a disorder of peroxisomal fatty acid beta oxidation which results in the accumulation of very long chain fatty acids in tissues throughout the body. The most severely affected tissues are the myelin in the central nervous system, the adrenal cortex and the Leydig cells in the testes. Clinically, ALD is a heterogeneous disorder, presenting with several distinct phenotypes, and no clear pattern of genotype-phenotype correlation. As an X-linked disorder, ALD presents most commonly in males, however approximately 50% of heterozygote females show some symptoms later in life. Approximately two-thirds of ALD patients will present with the childhood cerebral form of the disease, which is the most severe form. It is characterized by normal development in early childhood, followed by rapid degeneration to a vegetative state. The other forms of ALD vary in terms of onset and clinical severity, ranging from adrenal insufficiency to progressive paraparesis in early adulthood (this form of the disease is typically known as adrenomyeloneuropathy).
ALD is caused by mutations in ABCD1, a gene located on the X chromosome that codes for ALD, a peroxisomal membrane transporter protein. The exact mechanism of the pathogenesis of the various forms of ALD is not known. Biochemically, individuals with ALD show very high levels of unbranched, saturated, very long chain fatty acids, particularly cerotic acid (26:0). The level of cerotic acid in plasma does not correlate with clinical presentation. Treatment options for ALD are limited. Dietary treatment is with Lorenzo's oil. For the childhood cerebral form, stem cell transplant and gene therapy are options if the disease is detected early in the clinical course. Adrenal insufficiency in ALD patients can be successfully treated. ALD is the most common peroxisomal inborn error of metabolism, with an incidence estimated between 1:18,000 and 1:50,000. It does not have a significantly higher incidence in any specific ethnic groups."
70,57,"""Adrenomyeloneuropathy, 300100 (3)""","""ABCD1, ALD, AMN""",300371,Xq28,Metabolic,Adrenomyeloneuropathy,
71,58,"""Adult i phenotype with congenital cataract, 110800 (3)""",GCNT2,600429,6p24-p23,Hematological,Adult i phenotype with congenital cataract, 
72,58,"""Adult i phenotype without cataract, 110800 (3)""",GCNT2,600429,6p24-p23,Hematological,Adult i phenotype without cataract, 
73,59,"""ADULT syndrome, 103285 (3)""","""TP73L, TP63, KET, EEC3, SHFM4, LMS, RHS""",603273,3q27,multiple,ADULT syndrome,
74,60,"""Advanced sleep phase syndrome, familial, 604348 (3)""","""PER2, FASPS, KIAA0347""",603426,2q37.3,Neurological,Advanced sleep phase syndrome,
75,61,"""Afibrinogenemia, 202400 (3)""",FGA,134820,4q28,Hematological,Afibrinogenemia,
76,61,"""Afibrinogenemia, congenital, 202400 (3)""",FGB,134830,4q28,Hematological,Afibrinogenemia,
77,63,"""Agammaglobulinemia, 601495 (3)""","""IGHM, MU""",147020,14q32.33,Hematological,Agammaglobulinemia,
78,63,"""Agammaglobulinemia, autosomal recessive (3)""","""IGLL1, IGO, IGL5, VPREB2""",146770,22q11.21,Hematological,Agammaglobulinemia,
79,63,"""Agammaglobulinemia, non-Bruton type, 601495 (3)""","""LRRC8, KIAA1437""",608360,9q34.13,Hematological,Agammaglobulinemia,
80,63,"""Agammaglobulinemia, type 1, X-linked (3)""","""BTK, AGMX1, IMD1, XLA, AT""",300300,Xq21.3-q22,Hematological,Agammaglobulinemia,
81,64,AGAT deficiency (3),"""GATM, AGAT""",602360,15q15.3,Metabolic,AGAT deficiency, 
82,65,"""Agenesis of the corpus callosum with peripheral neuropathy, 218000 (3)""","""SLC12A6, KCC3A, KCC3B, KCC3, ACCPN""",604878,15q13-q14,Neurological,Agenesis of the corpus callosum with peripheral neuropathy, 
83,69,"""AICA-ribosiduria due to ATIC deficiency, 608688 (3)""","""ATIC, PURH, AICAR""",601731,2q35,Metabolic,AICA-ribosiduria due to ATIC deficiency, 
84,70,"""AIDS, delayed/rapid progression to (3)""","""KIR3DL1, NKAT3, NKB1, AMB11, KIR3DS1""",604946,19q13.4,Immunological,AIDS,
85,70,"""AIDS, rapid progression to, 609423 (3)""",IFNG,147570,12q14,Immunological,AIDS,
86,70,"""AIDS, resistance to (3)""","""CXCL12, SDF1""",600835,10q11.1,Immunological,AIDS,
87,71,"""Alagille syndrome, 118450 (3)""","""JAG1, AGS, AHD""",601920,20p12,multiple,Alagille syndrome,"Alagille syndrome is a genetic disorder that affects the liver, heart, kidney, and other systems of the body. Problems associated with the disorder generally become evident in infancy or early childhood. The disorder is inherited in an autosomal dominant pattern, and the estimated prevalence of Alagille syndrome is 1 in every 100,000 live births.
It is named for Daniel Alagille.
"
88,72,"""Albinism, brown oculocutaneous, (3)""","""OCA2, P, PED, D15S12, BOCA""",203200,15q11.2-q12,Dermatological,Albinism,"Albinism in humans (from the Latin albus, ""white""; see extended etymology, also called achromia, achromasia, or achromatosis) is a congenital disorder characterized by the complete or partial absence of pigment in the skin, hair and eyes due to absence or defect of tyrosinase, a copper-containing enzyme involved in the production of melanin. It is the opposite of melanism. Unlike humans, other animals have multiple pigments and for these, albinism is considered to be a hereditary condition characterised by the absence of melanin in particular, in the eyes, skin, hair, scales, feathers or cuticle.
Albinism results from inheritance of recessive gene alleles and is known to affect all vertebrates, including humans. While an organism with complete absence of melanin is called an albino (UK /Ã_lËˆbiËênoÊ_/, or US /Ã_lËˆbaÉªnoÊ_/) an organism with only a diminished amount of melanin is described as leucistic or albinoid.
Albinism is associated with a number of vision defects, such as photophobia, nystagmus, and amblyopia. Lack of skin pigmentation makes for more susceptibility to sunburn and skin cancers. In rare cases such as ChÃ©diakâ€“Higashi syndrome, albinism may be associated with deficiencies in the transportation of melanin granules. This also affects essential granules present in immune cells leading to increased susceptibility to infection."
89,72,"""Albinism, ocular, autosomal recessive (3)""","""OCA2, P, PED, D15S12, BOCA""",203200,15q11.2-q12,Dermatological,Albinism,"Albinism in humans (from the Latin albus, ""white""; see extended etymology, also called achromia, achromasia, or achromatosis) is a congenital disorder characterized by the complete or partial absence of pigment in the skin, hair and eyes due to absence or defect of tyrosinase, a copper-containing enzyme involved in the production of melanin. It is the opposite of melanism. Unlike humans, other animals have multiple pigments and for these, albinism is considered to be a hereditary condition characterised by the absence of melanin in particular, in the eyes, skin, hair, scales, feathers or cuticle.
Albinism results from inheritance of recessive gene alleles and is known to affect all vertebrates, including humans. While an organism with complete absence of melanin is called an albino (UK /Ã_lËˆbiËênoÊ_/, or US /Ã_lËˆbaÉªnoÊ_/) an organism with only a diminished amount of melanin is described as leucistic or albinoid.
Albinism is associated with a number of vision defects, such as photophobia, nystagmus, and amblyopia. Lack of skin pigmentation makes for more susceptibility to sunburn and skin cancers. In rare cases such as ChÃ©diakâ€“Higashi syndrome, albinism may be associated with deficiencies in the transportation of melanin granules. This also affects essential granules present in immune cells leading to increased susceptibility to infection."
